"id","year","wage","exper","school","union_d","married_d","health_d","black_d","hisp_d"
560,1986,1.2149831968,8,12,1,0,0,0,0
560,1987,1.6393594638,9,12,0,0,0,0,0
569,1980,0.683725042,2,12,0,0,0,0,0
569,1981,1.0789890175,3,12,0,0,0,0,0
569,1982,0.8396357188,4,12,0,0,0,0,0
569,1983,1.5075690323,5,12,0,0,0,0,0
569,1984,1.0206517472,6,12,0,0,0,0,0
569,1985,0.5425977828,7,12,0,0,0,0,0
569,1986,0.1147163143,8,12,0,0,0,0,0
569,1987,0.3128517433,9,12,0,0,0,0,0
583,1980,1.6267721601,4,12,0,0,0,0,0
583,1981,1.8808750027,5,12,0,0,0,0,0
583,1982,1.7411964795,6,12,1,0,0,0,0
583,1983,2.1947885225,7,12,1,0,0,0,0
583,1984,2.083836121,8,12,0,1,0,0,0
583,1985,1.9184481847,9,12,0,1,0,0,0
583,1986,2.1567136329,10,12,0,1,0,0,0
583,1987,1.9850408663,11,12,0,0,0,0,0
647,1980,1.3967062722,2,12,1,0,0,0,0
647,1981,1.5198257537,3,12,1,1,0,0,0
647,1982,1.509152973,4,12,1,1,0,0,0
647,1983,1.6450416184,5,12,1,1,0,0,0
647,1984,1.5490149916,6,12,1,0,0,0,0
647,1985,1.8269562891,7,12,1,1,0,0,0
647,1986,1.883680399,8,12,1,1,0,0,0
647,1987,2.0236607018,9,12,1,1,0,0,0
658,1980,1.7314172402,4,12,1,0,0,0,0
658,1981,1.8137589523,5,12,0,0,0,0,0
658,1982,1.7000483102,6,12,1,0,0,0,0
658,1983,1.9396488617,7,12,1,0,0,0,0
658,1984,1.9357527109,8,12,0,0,0,0,0
658,1985,2.0997850049,9,12,0,0,0,0,0
658,1986,2.1920466268,10,12,0,0,0,0,0
658,1987,2.0051430458,11,12,0,0,0,0,0
684,1980,2.8217826537,2,12,0,0,0,0,0
684,1981,2.1799827709,3,12,0,0,0,0,0
684,1982,2.3094266248,4,12,0,1,0,0,0
684,1983,2.2513213499,5,12,0,1,0,0,0
684,1984,2.352296987,6,12,0,1,0,0,0
684,1985,2.3138482853,7,12,0,1,0,0,0
684,1986,2.2534199991,8,12,0,1,0,0,0
684,1987,2.4053524825,9,12,0,1,0,0,0
711,1980,1.2320245047,2,11,0,0,0,0,0
711,1981,1.3664917338,3,11,0,0,0,0,0
711,1982,1.6905033652,4,11,0,0,0,0,0
711,1983,1.6608715675,5,11,0,0,0,0,0
711,1984,1.555876082,6,11,0,0,0,0,0
711,1985,-0.714125587,7,11,0,0,0,0,0
711,1986,1.4684810321,8,11,0,0,0,0,0
711,1987,0.5130057764,9,11,0,0,0,0,0
729,1980,1.9595796226,2,13,1,1,0,0,0
729,1981,1.893339262,3,13,0,0,0,0,0
729,1982,3.0962158121,4,13,1,1,0,0,0
729,1983,1.910813312,5,13,1,1,0,0,0
729,1984,1.6152643772,6,13,0,1,0,0,0
729,1985,2.0765281427,7,13,0,1,0,0,0
729,1986,2.1075399474,8,13,0,1,0,0,0
729,1987,2.1555853559,9,13,0,1,0,0,0
731,1980,1.6556389313,4,12,0,0,0,0,0
731,1981,1.4642559026,5,12,0,1,0,0,0
731,1982,1.0078274845,6,12,0,1,0,0,0
731,1983,1.4779492297,7,12,0,1,0,0,0
731,1984,0.6187202117,8,12,0,1,0,0,0
731,1985,2.2256240519,9,12,0,0,0,0,0
731,1986,2.6577305949,10,12,0,0,0,0,0
731,1987,2.1391915461,11,12,0,0,0,0,0
732,1980,1.4972706156,3,12,0,0,0,0,0
732,1981,1.6017158663,4,12,0,0,0,0,0
732,1982,1.5048429071,5,12,0,0,0,0,0
732,1983,1.7980467988,6,12,0,0,0,0,0
732,1984,1.6528901747,7,12,0,0,0,0,0
732,1985,1.7633853609,8,12,0,0,0,0,0
732,1986,1.7226819859,9,12,0,0,0,0,0
732,1987,1.7620605936,10,12,0,0,0,0,0
793,1980,0.8915284353,2,14,0,0,0,0,0
793,1981,1.9310215366,3,14,0,0,0,0,0
793,1982,1.9026499135,4,14,0,0,0,0,0
793,1983,1.8853747384,5,14,0,0,0,0,0
793,1984,1.6787076079,6,14,0,0,0,0,0
793,1985,1.8963583702,7,14,0,0,0,0,0
793,1986,1.7883702192,8,14,0,0,0,0,0
793,1987,1.5638274012,9,14,0,0,0,0,0
797,1980,0.9925240379,3,10,0,0,0,0,0
797,1981,2.3451447074,4,10,1,0,0,0,0
797,1982,1.6809339141,5,10,1,0,0,0,0
797,1983,1.989654053,6,10,0,1,0,0,0
797,1984,2.4480142264,7,10,1,1,0,0,0
797,1985,2.4501803262,8,10,1,1,0,0,0
797,1986,2.1722394161,9,10,1,1,0,0,0
797,1987,2.4159835707,10,10,1,1,0,0,0
800,1980,1.5877615089,2,11,1,0,0,0,0
800,1981,1.6094379124,3,11,1,0,0,0,0
800,1982,1.5081818084,4,11,1,0,0,0,0
800,1983,1.5555110519,5,11,1,0,0,0,0
800,1984,1.5490149916,6,11,1,0,0,0,0
800,1985,1.6164300424,7,11,0,0,0,0,0
800,1986,1.825936921,8,11,1,1,0,0,0
800,1987,1.9904349459,9,11,1,1,0,0,0
813,1980,1.5562131512,2,13,0,0,0,0,0
813,1981,0.4229120217,3,13,0,0,0,0,0
813,1982,0.710434107,4,13,0,0,0,0,0
813,1983,0.9317216789,5,13,0,0,0,0,0
813,1984,-3.579078715,6,13,0,0,0,0,0
813,1985,1.3227563403,7,13,0,0,0,0,0
813,1986,1.3897001543,8,13,0,0,0,0,0
813,1987,1.5434997017,9,13,0,0,0,0,0
823,1980,-0.37266136,3,10,0,0,0,0,0
823,1981,0.6063143909,4,10,0,0,0,0,0
823,1982,0.8648805116,5,10,0,0,0,0,0
823,1983,0.5121711854,6,10,0,0,0,0,0
823,1984,0.6839116095,7,10,0,0,0,0,0
823,1985,0.9997493096,8,10,0,0,0,0,0
823,1986,1.4348605504,9,10,0,0,0,0,0
823,1987,1.1770355583,10,10,0,0,0,0,0
827,1980,0.8836852578,2,12,0,0,0,0,0
827,1981,1.4248666359,3,12,0,0,0,0,0
827,1982,1.3659036715,4,12,0,0,0,0,0
827,1983,1.3916888854,5,12,0,0,0,0,0
827,1984,1.7921895617,6,12,0,0,0,0,0
827,1985,1.9482833332,7,12,0,0,0,0,0
827,1986,2.2636116632,8,12,0,1,0,0,0
827,1987,2.6289637607,9,12,0,1,0,0,0
847,1980,1.5627278322,1,14,1,0,0,1,0
847,1981,1.6644976896,2,14,1,0,0,1,0
847,1982,1.7705460728,3,14,0,0,0,1,0
847,1983,1.7860347105,4,14,0,0,0,1,0
847,1984,2.0010001154,5,14,0,0,0,1,0
847,1985,1.6481787408,6,14,1,0,0,1,0
847,1986,2.1257110392,7,14,0,0,0,1,0
847,1987,1.6884192788,8,14,1,1,0,1,0
851,1980,1.8758130783,2,12,0,0,0,0,0
851,1981,1.9566761628,3,12,0,0,1,0,0
851,1982,1.8672538769,4,12,0,1,1,0,0
851,1983,2.1745331661,5,12,0,1,0,0,0
851,1984,1.914497107,6,12,0,1,0,0,0
851,1985,2.0179257663,7,12,1,1,0,0,0
851,1986,2.117659403,8,12,1,1,0,0,0
851,1987,1.9776290487,9,12,1,0,0,0,0
863,1980,1.5704509339,2,12,0,0,0,0,0
863,1981,1.5621850276,3,12,0,0,0,0,0
863,1982,1.5699768436,4,12,0,0,0,0,0
863,1983,1.7941195867,5,12,0,0,0,0,0
863,1984,1.8371720107,6,12,0,0,0,0,0
863,1985,1.8139349667,7,12,0,1,0,0,0
863,1986,2.0383955722,8,12,0,1,0,0,0
863,1987,1.9059035457,9,12,0,1,0,0,0
873,1980,0.5968629299,2,10,1,0,0,0,0
873,1981,0.4749911708,3,10,0,0,0,0,0
873,1982,1.0902654029,4,10,0,0,0,0,0
873,1983,1.0000020459,5,10,1,0,0,0,0
873,1984,0.8330531333,6,10,1,0,0,0,0
873,1985,1.4012811034,7,10,1,0,0,0,0
873,1986,1.7341293718,8,10,1,0,0,0,0
873,1987,1.8828721325,9,10,1,0,0,0,0
891,1980,2.0000439061,2,12,1,0,0,0,0
891,1981,2.3077118487,3,12,1,1,0,0,0
891,1982,2.3088126223,4,12,1,1,0,0,0
891,1983,1.8804158348,5,12,1,0,0,0,0
891,1984,1.8699008277,6,12,0,1,0,0,0
891,1985,2.0791983712,7,12,1,1,0,0,0
891,1986,1.8874497213,8,12,1,1,0,0,0
891,1987,1.8094275282,9,12,0,0,0,0,0
908,1980,0.9975806759,2,10,1,0,0,0,0
908,1981,0.2309867288,3,10,1,0,0,0,0
908,1982,0.4322609309,4,10,1,0,0,0,0
908,1983,0.9741552773,5,10,1,0,0,0,0
908,1984,0.5122099148,6,10,1,0,0,0,0
908,1985,0.9484363178,7,10,0,0,1,0,0
908,1986,1.2826881106,8,10,0,0,0,0,0
908,1987,1.377866641,9,10,0,1,0,0,0
910,1980,1.8653932455,2,13,0,0,0,1,0
910,1981,2.1342497782,3,13,0,0,0,1,0
910,1982,1.0408965589,4,13,0,0,0,1,0
910,1983,1.7619676844,5,13,0,0,0,1,0
910,1984,1.9191581526,6,13,0,0,0,1,0
910,1985,2.2570655777,7,13,0,0,0,1,0
910,1986,2.1119537142,8,13,0,0,0,1,0
910,1987,1.8923314682,9,13,0,0,0,1,0
916,1980,1.1754406557,2,13,0,0,0,0,0
916,1981,1.4116121691,3,13,0,0,0,0,0
916,1982,1.6157949928,4,13,0,0,0,0,0
916,1983,1.6889405875,5,13,0,0,0,0,0
916,1984,1.9615502851,6,13,0,0,0,0,0
916,1985,1.9105430052,7,13,0,0,0,0,0
916,1986,2.0183088137,8,13,0,0,0,0,0
916,1987,2.2822923897,9,13,0,0,0,0,0
919,1980,1.5680095346,3,12,0,1,0,0,0
919,1981,1.3958638121,4,12,1,1,0,0,0
919,1982,1.3803484369,5,12,1,1,0,0,0
919,1983,1.4944233599,6,12,1,1,0,0,0
919,1984,1.3948643118,7,12,1,1,0,0,0
919,1985,1.440539376,8,12,1,1,0,0,0
919,1986,1.5963624794,9,12,1,1,0,0,0
919,1987,1.6199168678,10,12,1,1,0,0,0
922,1980,1.6025064352,2,12,0,0,0,0,0
922,1981,2.0349897791,3,12,0,0,0,0,0
922,1982,2.2386284719,4,12,0,0,0,0,0
922,1983,2.2176714275,5,12,0,0,0,0,0
922,1984,2.447831093,6,12,0,0,0,0,0
922,1985,2.6036901858,7,12,0,0,0,0,0
922,1986,2.3556905547,8,12,0,0,0,0,0
922,1987,2.1869822099,9,12,0,1,0,0,0
924,1980,0.8535585524,1,11,0,0,0,0,0
924,1981,0.8921670296,2,11,0,0,0,0,0
924,1982,0.8500412597,3,11,0,0,0,0,0
924,1983,0.5909377257,4,11,0,0,0,0,0
924,1984,1.202973304,5,11,0,0,0,0,0
924,1985,1.5546183427,6,11,0,0,0,0,0
924,1986,1.8021157682,7,11,0,0,0,0,0
924,1987,1.6979303857,8,11,0,1,0,0,0
925,1980,2.135247025,2,15,0,0,0,0,0
925,1981,2.2225423853,3,15,0,0,0,0,0
925,1982,2.1356700713,4,15,0,0,0,0,0
925,1983,2.2362357125,5,15,0,0,0,0,0
925,1984,2.3475226878,6,15,0,0,0,0,0
925,1985,2.4144481861,7,15,0,1,0,0,0
925,1986,0.0494449239,8,15,0,1,0,0,0
925,1987,2.6232189767,9,15,0,1,0,0,0
944,1980,0.8193909071,2,13,0,0,0,0,0
944,1981,0.5895946567,3,13,0,0,0,0,0
944,1982,1.3997665227,4,13,0,0,0,0,0
944,1983,1.5555110519,5,13,0,0,0,0,0
944,1984,1.6180078631,6,13,0,0,0,0,0
944,1985,1.6079723203,7,13,0,0,0,0,0
944,1986,1.6100926722,8,13,0,0,0,0,0
944,1987,1.1974496818,9,13,0,0,0,0,0
945,1980,1.0396249423,1,14,0,0,0,0,0
945,1981,1.3598611041,2,14,0,0,0,0,0
945,1982,1.2605020044,3,14,0,0,0,0,0
945,1983,1.3227101413,4,14,0,0,0,0,0
945,1984,1.7187715884,5,14,0,0,0,0,0
945,1985,1.3103991435,6,14,0,0,1,0,0
945,1986,1.4116248074,7,14,0,0,0,0,0
945,1987,1.3862043652,8,14,0,0,0,0,0
947,1980,2.2364569269,3,13,1,0,0,0,0
947,1981,2.3766930651,4,13,1,0,0,0,0
947,1982,2.3865393296,5,13,1,1,0,0,0
947,1983,2.3846279979,6,13,0,1,0,0,0
947,1984,2.400284968,7,13,0,1,0,0,0
947,1985,2.4713790496,8,13,0,1,0,0,0
947,1986,2.2640999444,9,13,0,1,0,0,0
947,1987,2.2822923897,10,13,0,1,0,0,0
955,1980,2.0708052578,4,12,1,0,0,0,0
955,1981,1.9889275341,5,12,1,0,0,0,0
955,1982,1.9781854376,6,12,1,0,0,0,0
955,1983,2.0883155824,7,12,1,0,0,0,0
955,1984,2.1288334869,8,12,1,0,0,0,0
955,1985,2.2077945287,9,12,1,0,0,0,0
955,1986,2.4754090381,10,12,1,0,0,0,0
955,1987,2.2177538686,11,12,1,0,0,0,0
965,1980,1.4175403591,5,12,0,0,0,0,0
965,1981,1.4781019104,6,12,0,0,0,0,0
965,1982,1.384883592,7,12,0,0,0,0,0
965,1983,1.5177707239,8,12,0,0,0,0,0
965,1984,1.4276541346,9,12,0,1,0,0,0
965,1985,1.440539376,10,12,0,1,0,0,0
965,1986,1.4204718129,11,12,0,1,0,0,0
965,1987,1.3815058444,12,12,0,1,0,0,0
996,1980,1.557642744,2,11,0,1,0,0,0
996,1981,1.4824382217,3,11,0,1,0,0,0
996,1982,1.2442162625,4,11,0,1,0,0,0
996,1983,0.7208267497,5,11,0,1,0,0,0
996,1984,0.8070776469,6,11,0,1,0,0,0
996,1985,0.8231040171,7,11,0,1,0,0,0
996,1986,1.1090356545,8,11,0,1,0,0,0
996,1987,2.2386436251,9,11,0,1,0,0,0
1007,1980,1.4479995666,4,12,0,0,0,0,0
1007,1981,1.7525387561,5,12,0,0,0,0,0
1007,1982,1.5474025215,6,12,0,0,0,0,0
1007,1983,2.0438638198,7,12,0,0,0,0,0
1007,1984,2.15214371,8,12,0,0,0,0,0
1007,1985,2.2672179492,9,12,0,0,0,0,0
1007,1986,2.7473427536,10,12,0,1,0,0,0
1007,1987,2.5771798459,11,12,0,1,0,0,0
1054,1980,0.7246636478,3,10,0,0,0,0,0
1054,1981,1.7942625994,4,10,0,0,0,0,0
1054,1982,1.1619275583,5,10,0,0,0,0,0
1054,1983,1.4596000911,6,10,0,1,0,0,0
1054,1984,1.0282199968,7,10,0,1,0,0,0
1054,1985,1.3033382545,8,10,0,1,0,0,0
1054,1986,1.6498849772,9,10,0,1,0,0,0
1054,1987,1.3091851828,10,10,1,1,0,0,0
1064,1980,1.9031182592,4,12,0,1,1,0,0
1064,1981,2.0210710097,5,12,0,1,1,0,0
1064,1982,1.8954277239,6,12,0,1,1,0,0
1064,1983,2.1225069471,7,12,0,1,0,0,0
1064,1984,1.8803721276,8,12,0,1,0,0,0
1064,1985,1.9924774136,9,12,0,1,0,0,0
1064,1986,1.9640254074,10,12,0,1,0,0,0
1064,1987,1.9294710151,11,12,0,1,0,0,0
1081,1980,1.0879968325,2,10,0,0,0,0,0
1081,1981,1.249144523,3,10,0,0,0,0,0
1081,1982,1.5474025215,4,10,0,0,0,0,0
1081,1983,1.3517034445,5,10,0,0,0,0,0
1081,1984,1.4261168553,6,10,0,0,0,0,0
1081,1985,1.0566006021,7,10,0,0,0,0,0
1081,1986,1.2642224964,8,10,0,0,0,0,0
1081,1987,2.000009482,9,10,0,0,0,0,0
1085,1980,1.8871239582,1,12,0,0,0,0,0
1085,1981,1.4815212111,2,12,0,0,0,0,0
1085,1982,1.2176419438,3,12,0,0,0,0,0
1085,1983,0.737586125,4,12,0,0,0,0,0
1085,1984,1.2887732938,5,12,0,1,1,0,0
1085,1985,1.073505715,6,12,0,1,0,0,0
1085,1986,1.3171722431,7,12,0,1,0,0,0
1085,1987,2.0170495535,8,12,0,0,0,0,0
1091,1980,1.1110029161,6,9,1,0,0,0,0
1091,1981,1.1620925577,7,9,0,1,0,0,0
1091,1982,1.0618947057,8,9,1,1,0,0,0
1091,1983,1.1275730879,9,9,0,1,0,0,0
1091,1984,1.1891799819,10,9,0,1,0,0,0
1091,1985,1.2227949893,11,9,1,1,0,0,0
1091,1986,1.1646674794,12,9,0,1,0,0,0
